deliveryDate,deliveryHour,deliveryInterval,settlementPoint,settlementPointType,settlementPointPrice,DSTFlag
2026-01-01,20,1,LZ_NORTH,LZEW,18.27,False
2026-01-01,20,2,LZ_NORTH,LZ,18.17,False
2026-01-01,20,2,LZ_NORTH,LZEW,18.17,False
2026-01-01,20,3,LZ_NORTH,LZEW,17.37,False
2026-01-01,20,3,LZ_NORTH,LZ,17.37,False
2026-01-01,20,4,LZ_NORTH,LZ,16.22,False
2026-01-01,20,4,LZ_NORTH,LZEW,16.22,False
2026-01-01,21,1,LZ_NORTH,LZ,16.3,False
2026-01-01,21,1,LZ_NORTH,LZEW,16.3,False
2026-01-01,21,2,LZ_NORTH,LZ,15.05,False
2026-01-01,21,2,LZ_NORTH,LZEW,15.05,False
2026-01-01,21,3,LZ_NORTH,LZ,12.84,False
2026-01-01,21,3,LZ_NORTH,LZEW,12.84,False
2026-01-01,21,4,LZ_NORTH,LZ,13.59,False
2026-01-01,21,4,LZ_NORTH,LZEW,13.59,False
2026-01-01,22,1,LZ_NORTH,LZ,13.96,False
2026-01-01,22,1,LZ_NORTH,LZEW,13.96,False
2026-01-01,22,2,LZ_NORTH,LZEW,12.82,False
2026-01-01,22,2,LZ_NORTH,LZ,12.82,False
2026-01-01,22,3,LZ_NORTH,LZ,12.53,False
2026-01-01,22,3,LZ_NORTH,LZEW,12.53,False
2026-01-01,22,4,LZ_NORTH,LZ,12.67,False
2026-01-01,22,4,LZ_NORTH,LZEW,12.67,False
2026-01-01,23,1,LZ_NORTH,LZ,14.95,False
2026-01-01,23,1,LZ_NORTH,LZEW,14.96,False
2026-01-01,23,2,LZ_NORTH,LZEW,14.79,False
2026-01-01,23,2,LZ_NORTH,LZ,14.79,False
2026-01-01,23,3,LZ_NORTH,LZEW,14.71,False
2026-01-01,23,3,LZ_NORTH,LZ,14.71,False
2026-01-01,23,4,LZ_NORTH,LZ,14.52,False
2026-01-01,23,4,LZ_NORTH,LZEW,14.52,False
2026-01-01,24,1,LZ_NORTH,LZ,14.37,False
2026-01-01,24,1,LZ_NORTH,LZEW,14.37,False
2026-01-01,24,2,LZ_NORTH,LZEW,13.87,False
2026-01-01,24,2,LZ_NORTH,LZ,13.87,False
2026-01-01,24,3,LZ_NORTH,LZEW,14.69,False
2026-01-01,24,3,LZ_NORTH,LZ,14.69,False
2026-01-01,24,4,LZ_NORTH,LZEW,14.95,False
2026-01-01,24,4,LZ_NORTH,LZ,14.95,False
2026-01-03,1,1,LZ_SOUTH,LZEW,13.72,False
2026-01-03,1,1,LZ_SOUTH,LZ,13.72,False
2026-01-03,1,2,LZ_SOUTH,LZEW,12.98,False
2026-01-03,1,2,LZ_SOUTH,LZ,12.98,False
2026-01-03,1,3,LZ_SOUTH,LZEW,13.76,False
2026-01-03,1,3,LZ_SOUTH,LZ,13.76,False
2026-01-03,1,4,LZ_SOUTH,LZEW,13.31,False
2026-01-03,1,4,LZ_SOUTH,LZ,13.31,False
2026-01-03,2,1,LZ_SOUTH,LZEW,12.65,False
2026-01-03,2,1,LZ_SOUTH,LZ,12.66,False
2026-01-03,2,2,LZ_SOUTH,LZEW,12.35,False
2026-01-03,2,2,LZ_SOUTH,LZ,12.35,False
2026-01-03,2,3,LZ_SOUTH,LZEW,12.59,False
2026-01-03,2,3,LZ_SOUTH,LZ,12.59,False
2026-01-03,2,4,LZ_SOUTH,LZEW,12.6,False
2026-01-03,2,4,LZ_SOUTH,LZ,12.6,False
2026-01-03,3,1,LZ_SOUTH,LZEW,13.04,False
2026-01-03,3,1,LZ_SOUTH,LZ,13.04,False
2026-01-03,3,2,LZ_SOUTH,LZEW,13.08,False
2026-01-03,3,2,LZ_SOUTH,LZ,13.08,False
2026-01-03,3,3,LZ_SOUTH,LZEW,13.92,False
2026-01-03,3,3,LZ_SOUTH,LZ,13.92,False
2026-01-03,3,4,LZ_SOUTH,LZEW,13.74,False
2026-01-03,3,4,LZ_SOUTH,LZ,13.74,False
2026-01-03,4,1,LZ_SOUTH,LZEW,13.64,False
2026-01-03,4,1,LZ_SOUTH,LZ,13.64,False
2026-01-03,4,2,LZ_SOUTH,LZEW,14.24,False
2026-01-03,4,2,LZ_SOUTH,LZ,14.24,False
2026-01-03,4,3,LZ_SOUTH,LZEW,13.78,False
2026-01-03,4,3,LZ_SOUTH,LZ,13.78,False
2026-01-03,4,4,LZ_SOUTH,LZEW,13.81,False
2026-01-03,4,4,LZ_SOUTH,LZ,13.81,False
2026-01-03,5,1,LZ_SOUTH,LZEW,13.77,False
2026-01-03,5,1,LZ_SOUTH,LZ,13.77,False
2026-01-03,5,2,LZ_SOUTH,LZEW,13.92,False
2026-01-03,5,2,LZ_SOUTH,LZ,13.92,False
2026-01-03,5,3,LZ_SOUTH,LZEW,14.0,False
2026-01-03,5,3,LZ_SOUTH,LZ,14.0,False
2026-01-03,5,4,LZ_SOUTH,LZEW,14.18,False
2026-01-03,5,4,LZ_SOUTH,LZ,14.18,False
2026-01-03,6,1,LZ_SOUTH,LZEW,14.15,False
2026-01-03,6,1,LZ_SOUTH,LZ,14.15,False
2026-01-03,6,2,LZ_SOUTH,LZEW,14.25,False
2026-01-03,6,2,LZ_SOUTH,LZ,14.25,False
2026-01-03,6,3,LZ_SOUTH,LZEW,14.59,False
2026-01-03,6,3,LZ_SOUTH,LZ,14.59,False
2026-01-03,6,4,LZ_SOUTH,LZEW,14.88,False
2026-01-03,6,4,LZ_SOUTH,LZ,14.88,False
2026-01-03,7,1,LZ_SOUTH,LZEW,15.91,False
2026-01-03,7,1,LZ_SOUTH,LZ,15.91,False
2026-01-03,7,2,LZ_SOUTH,LZEW,16.08,False
2026-01-03,7,2,LZ_SOUTH,LZ,16.08,False
2026-01-03,7,3,LZ_SOUTH,LZEW,18.2,False
2026-01-03,7,3,LZ_SOUTH,LZ,18.2,False
2026-01-03,7,4,LZ_SOUTH,LZEW,18.66,False
2026-01-03,7,4,LZ_SOUTH,LZ,18.66,False
2026-01-03,8,1,LZ_SOUTH,LZEW,17.69,False
2026-01-03,8,1,LZ_SOUTH,LZ,17.69,False
2026-01-03,8,2,LZ_SOUTH,LZEW,18.91,False
2026-01-03,8,2,LZ_SOUTH,LZ,18.92,False
2026-01-03,8,3,LZ_SOUTH,LZEW,17.82,False
2026-01-03,8,3,LZ_SOUTH,LZ,17.82,False
2026-01-03,8,4,LZ_SOUTH,LZEW,17.14,False
2026-01-03,8,4,LZ_SOUTH,LZ,17.14,False
2026-01-03,9,1,LZ_SOUTH,LZEW,16.14,False
2026-01-03,9,1,LZ_SOUTH,LZ,16.14,False
2026-01-03,9,2,LZ_SOUTH,LZEW,13.83,False
2026-01-03,9,2,LZ_SOUTH,LZ,13.83,False
2026-01-03,9,3,LZ_SOUTH,LZEW,12.79,False
2026-01-03,9,3,LZ_SOUTH,LZ,12.79,False
2026-01-03,9,4,LZ_SOUTH,LZEW,10.57,False
2026-01-03,9,4,LZ_SOUTH,LZ,10.57,False
2026-01-03,10,1,LZ_SOUTH,LZEW,4.81,False
2026-01-03,10,1,LZ_SOUTH,LZ,4.81,False
2026-01-03,10,2,LZ_SOUTH,LZEW,1.01,False
2026-01-03,10,2,LZ_SOUTH,LZ,1.01,False
2026-01-03,10,3,LZ_SOUTH,LZEW,1.93,False
2026-01-03,10,3,LZ_SOUTH,LZ,1.93,False
2026-01-03,10,4,LZ_SOUTH,LZEW,2.65,False
2026-01-03,10,4,LZ_SOUTH,LZ,2.65,False
2026-01-03,11,1,LZ_SOUTH,LZEW,3.04,False
2026-01-03,11,1,LZ_SOUTH,LZ,3.04,False
2026-01-03,11,2,LZ_SOUTH,LZEW,3.73,False
2026-01-03,11,2,LZ_SOUTH,LZ,3.73,False
2026-01-03,11,3,LZ_SOUTH,LZEW,6.21,False
2026-01-03,11,3,LZ_SOUTH,LZ,6.21,False
2026-01-03,11,4,LZ_SOUTH,LZEW,7.36,False
2026-01-03,11,4,LZ_SOUTH,LZ,7.36,False
2026-01-03,12,1,LZ_SOUTH,LZEW,8.57,False
2026-01-03,12,1,LZ_SOUTH,LZ,8.57,False
2026-01-03,12,2,LZ_SOUTH,LZEW,8.49,False
2026-01-03,12,2,LZ_SOUTH,LZ,8.49,False
2026-01-03,12,3,LZ_SOUTH,LZEW,9.79,False
2026-01-03,12,3,LZ_SOUTH,LZ,9.79,False
2026-01-03,12,4,LZ_SOUTH,LZEW,10.98,False
2026-01-03,12,4,LZ_SOUTH,LZ,10.98,False
2026-01-03,13,1,LZ_SOUTH,LZEW,11.72,False
2026-01-03,13,1,LZ_SOUTH,LZ,11.72,False
2026-01-03,13,2,LZ_SOUTH,LZEW,12.32,False
2026-01-03,13,2,LZ_SOUTH,LZ,12.32,False
2026-01-03,13,3,LZ_SOUTH,LZEW,13.4,False
2026-01-03,13,3,LZ_SOUTH,LZ,13.4,False
2026-01-03,13,4,LZ_SOUTH,LZEW,14.0,False
2026-01-03,13,4,LZ_SOUTH,LZ,14.0,False
2026-01-03,14,1,LZ_SOUTH,LZEW,14.19,False
2026-01-03,14,1,LZ_SOUTH,LZ,14.19,False
2026-01-03,14,2,LZ_SOUTH,LZEW,14.16,False
2026-01-03,14,2,LZ_SOUTH,LZ,14.16,False
2026-01-03,14,3,LZ_SOUTH,LZEW,13.91,False
2026-01-03,14,3,LZ_SOUTH,LZ,13.91,False
2026-01-03,14,4,LZ_SOUTH,LZEW,13.59,False
2026-01-03,14,4,LZ_SOUTH,LZ,13.59,False
2026-01-03,15,1,LZ_SOUTH,LZEW,12.11,False
2026-01-03,15,1,LZ_SOUTH,LZ,12.12,False
2026-01-03,15,2,LZ_SOUTH,LZEW,11.15,False
2026-01-03,15,2,LZ_SOUTH,LZ,11.15,False
2026-01-03,15,3,LZ_SOUTH,LZEW,11.15,False
2026-01-03,15,3,LZ_SOUTH,LZ,11.15,False
2026-01-03,15,4,LZ_SOUTH,LZEW,10.31,False
2026-01-03,15,4,LZ_SOUTH,LZ,10.31,False
2026-01-03,16,1,LZ_SOUTH,LZEW,6.8,False
2026-01-03,16,1,LZ_SOUTH,LZ,6.81,False
2026-01-03,16,2,LZ_SOUTH,LZEW,0.23,False
2026-01-03,16,2,LZ_SOUTH,LZ,0.23,False
2026-01-03,16,3,LZ_SOUTH,LZEW,1.01,False
2026-01-03,16,3,LZ_SOUTH,LZ,1.02,False
2026-01-03,16,4,LZ_SOUTH,LZEW,0.0,False
2026-01-03,16,4,LZ_SOUTH,LZ,0.0,False
2026-01-03,17,1,LZ_SOUTH,LZEW,11.69,False
2026-01-03,17,1,LZ_SOUTH,LZ,11.69,False
2026-01-03,17,2,LZ_SOUTH,LZEW,20.04,False
2026-01-03,17,2,LZ_SOUTH,LZ,20.05,False
2026-01-03,17,3,LZ_SOUTH,LZEW,28.85,False
2026-01-03,17,3,LZ_SOUTH,LZ,28.85,False
2026-01-03,17,4,LZ_SOUTH,LZEW,41.45,False
2026-01-03,17,4,LZ_SOUTH,LZ,41.45,False
2026-01-03,18,1,LZ_SOUTH,LZEW,40.77,False
2026-01-03,18,1,LZ_SOUTH,LZ,40.77,False
2026-01-03,18,2,LZ_SOUTH,LZEW,34.2,False
2026-01-03,18,2,LZ_SOUTH,LZ,34.2,False
2026-01-03,18,3,LZ_SOUTH,LZEW,30.39,False
2026-01-03,18,3,LZ_SOUTH,LZ,30.39,False
2026-01-03,18,4,LZ_SOUTH,LZEW,27.61,False
2026-01-03,18,4,LZ_SOUTH,LZ,27.6,False
2026-01-03,19,1,LZ_SOUTH,LZEW,25.23,False
2026-01-03,19,1,LZ_SOUTH,LZ,25.23,False
2026-01-03,19,2,LZ_SOUTH,LZ,25.86,False
2026-01-03,19,2,LZ_SOUTH,LZEW,25.86,False
2026-01-03,19,3,LZ_SOUTH,LZEW,25.98,False
2026-01-03,19,3,LZ_SOUTH,LZ,25.98,False
2026-01-03,19,4,LZ_SOUTH,LZEW,24.92,False
2026-01-03,19,4,LZ_SOUTH,LZ,24.92,False
2026-01-03,20,1,LZ_SOUTH,LZEW,24.21,False
2026-01-03,20,1,LZ_SOUTH,LZ,24.21,False
2026-01-03,20,2,LZ_SOUTH,LZEW,29.64,False
2026-01-03,20,2,LZ_SOUTH,LZ,29.64,False
2026-01-03,20,3,LZ_SOUTH,LZEW,24.53,False
2026-01-03,20,3,LZ_SOUTH,LZ,24.53,False
2026-01-03,20,4,LZ_SOUTH,LZEW,24.14,False
2026-01-03,20,4,LZ_SOUTH,LZ,24.14,False
2026-01-03,21,1,LZ_SOUTH,LZEW,27.84,False
2026-01-03,21,1,LZ_SOUTH,LZ,27.84,False
2026-01-03,21,2,LZ_SOUTH,LZEW,25.49,False
2026-01-03,21,2,LZ_SOUTH,LZ,25.49,False
2026-01-03,21,3,LZ_SOUTH,LZEW,24.75,False
2026-01-03,21,3,LZ_SOUTH,LZ,24.75,False
2026-01-03,21,4,LZ_SOUTH,LZEW,22.83,False
2026-01-03,21,4,LZ_SOUTH,LZ,22.81,False
2026-01-03,22,1,LZ_SOUTH,LZEW,19.99,False
2026-01-03,22,1,LZ_SOUTH,LZ,19.99,False
2026-01-03,22,2,LZ_SOUTH,LZEW,18.74,False
2026-01-03,22,2,LZ_SOUTH,LZ,18.74,False
2026-01-03,22,3,LZ_SOUTH,LZEW,20.46,False
2026-01-03,22,3,LZ_SOUTH,LZ,20.46,False
2026-01-03,22,4,LZ_SOUTH,LZEW,21.54,False
2026-01-03,22,4,LZ_SOUTH,LZ,21.54,False
2026-01-03,23,1,LZ_SOUTH,LZ,21.42,False
2026-01-03,23,1,LZ_SOUTH,LZEW,21.42,False
2026-01-03,23,2,LZ_SOUTH,LZ,20.31,False
2026-01-03,23,2,LZ_SOUTH,LZEW,20.31,False
2026-01-03,23,3,LZ_SOUTH,LZEW,20.01,False
2026-01-03,23,3,LZ_SOUTH,LZ,20.01,False
2026-01-03,23,4,LZ_SOUTH,LZEW,20.78,False
2026-01-03,23,4,LZ_SOUTH,LZ,20.78,False
2026-01-03,24,1,LZ_SOUTH,LZEW,18.66,False
2026-01-03,24,1,LZ_SOUTH,LZ,18.66,False
2026-01-03,24,2,LZ_SOUTH,LZEW,18.3,False
2026-01-03,24,2,LZ_SOUTH,LZ,18.3,False
2026-01-03,24,3,LZ_SOUTH,LZEW,16.52,False
2026-01-03,24,3,LZ_SOUTH,LZ,16.52,False
2026-01-03,24,4,LZ_SOUTH,LZEW,17.23,False
2026-01-03,24,4,LZ_SOUTH,LZ,17.23,False
2026-01-02,1,1,LZ_SOUTH,LZEW,11.9,False
2026-01-02,1,1,LZ_SOUTH,LZ,11.9,False
2026-01-02,1,2,LZ_SOUTH,LZEW,12.05,False
2026-01-02,1,2,LZ_SOUTH,LZ,12.05,False
2026-01-02,1,3,LZ_SOUTH,LZEW,12.56,False
2026-01-02,1,3,LZ_SOUTH,LZ,12.56,False
2026-01-02,1,4,LZ_SOUTH,LZEW,12.13,False
2026-01-02,1,4,LZ_SOUTH,LZ,12.13,False
2026-01-02,2,1,LZ_SOUTH,LZEW,11.76,False
2026-01-02,2,1,LZ_SOUTH,LZ,11.77,False
2026-01-02,2,2,LZ_SOUTH,LZEW,10.5,False
2026-01-02,2,2,LZ_SOUTH,LZ,10.5,False
2026-01-02,2,3,LZ_SOUTH,LZEW,10.5,False
2026-01-02,2,3,LZ_SOUTH,LZ,10.5,False
2026-01-02,2,4,LZ_SOUTH,LZEW,10.41,False
2026-01-02,2,4,LZ_SOUTH,LZ,10.41,False
2026-01-02,3,1,LZ_SOUTH,LZEW,10.28,False
2026-01-02,3,1,LZ_SOUTH,LZ,10.28,False
2026-01-02,3,2,LZ_SOUTH,LZEW,10.56,False
2026-01-02,3,2,LZ_SOUTH,LZ,10.56,False
2026-01-02,3,3,LZ_SOUTH,LZEW,10.04,False
2026-01-02,3,3,LZ_SOUTH,LZ,10.04,False
2026-01-02,3,4,LZ_SOUTH,LZEW,9.51,False
2026-01-02,3,4,LZ_SOUTH,LZ,9.51,False
2026-01-02,4,1,LZ_SOUTH,LZEW,8.31,False
2026-01-02,4,1,LZ_SOUTH,LZ,8.31,False
2026-01-02,4,2,LZ_SOUTH,LZEW,7.77,False
2026-01-02,4,2,LZ_SOUTH,LZ,7.77,False
2026-01-02,4,3,LZ_SOUTH,LZEW,7.19,False
2026-01-02,4,3,LZ_SOUTH,LZ,7.19,False
2026-01-02,4,4,LZ_SOUTH,LZEW,7.14,False
2026-01-02,4,4,LZ_SOUTH,LZ,7.14,False
2026-01-02,5,1,LZ_SOUTH,LZEW,8.24,False
2026-01-02,5,1,LZ_SOUTH,LZ,8.24,False
2026-01-02,5,2,LZ_SOUTH,LZEW,8.82,False
2026-01-02,5,2,LZ_SOUTH,LZ,8.81,False
2026-01-02,5,3,LZ_SOUTH,LZEW,9.04,False
2026-01-02,5,3,LZ_SOUTH,LZ,9.04,False
2026-01-02,5,4,LZ_SOUTH,LZEW,9.3,False
2026-01-02,5,4,LZ_SOUTH,LZ,9.3,False
2026-01-02,6,1,LZ_SOUTH,LZEW,9.66,False
2026-01-02,6,1,LZ_SOUTH,LZ,9.65,False
2026-01-02,6,2,LZ_SOUTH,LZEW,11.13,False
2026-01-02,6,2,LZ_SOUTH,LZ,11.13,False
2026-01-02,6,3,LZ_SOUTH,LZEW,12.28,False
2026-01-02,6,3,LZ_SOUTH,LZ,12.29,False
2026-01-02,6,4,LZ_SOUTH,LZEW,13.1,False
2026-01-02,6,4,LZ_SOUTH,LZ,13.1,False
2026-01-02,7,1,LZ_SOUTH,LZEW,14.25,False
2026-01-02,7,1,LZ_SOUTH,LZ,14.24,False
2026-01-02,7,2,LZ_SOUTH,LZEW,14.75,False
2026-01-02,7,2,LZ_SOUTH,LZ,14.75,False
2026-01-02,7,3,LZ_SOUTH,LZEW,14.92,False
2026-01-02,7,3,LZ_SOUTH,LZ,14.92,False
2026-01-02,7,4,LZ_SOUTH,LZEW,14.7,False
2026-01-02,7,4,LZ_SOUTH,LZ,14.7,False
2026-01-02,8,1,LZ_SOUTH,LZEW,15.05,False
2026-01-02,8,1,LZ_SOUTH,LZ,15.05,False
2026-01-02,8,2,LZ_SOUTH,LZEW,15.07,False
2026-01-02,8,2,LZ_SOUTH,LZ,15.07,False
2026-01-02,8,3,LZ_SOUTH,LZEW,14.24,False
2026-01-02,8,3,LZ_SOUTH,LZ,14.24,False
2026-01-02,8,4,LZ_SOUTH,LZEW,12.92,False
2026-01-02,8,4,LZ_SOUTH,LZ,12.92,False
2026-01-02,9,1,LZ_SOUTH,LZEW,10.96,False
2026-01-02,9,1,LZ_SOUTH,LZ,10.97,False
2026-01-02,9,2,LZ_SOUTH,LZEW,1.54,False
2026-01-02,9,2,LZ_SOUTH,LZ,1.54,False
2026-01-02,9,3,LZ_SOUTH,LZ,-1.09,False
2026-01-02,9,3,LZ_SOUTH,LZEW,-1.09,False
2026-01-02,9,4,LZ_SOUTH,LZEW,-2.11,False
2026-01-02,9,4,LZ_SOUTH,LZ,-2.11,False
2026-01-02,10,1,LZ_SOUTH,LZEW,-3.01,False
2026-01-02,10,1,LZ_SOUTH,LZ,-3.01,False
2026-01-02,10,2,LZ_SOUTH,LZEW,-2.71,False
2026-01-02,10,2,LZ_SOUTH,LZ,-2.71,False
2026-01-02,10,3,LZ_SOUTH,LZEW,-2.37,False
2026-01-02,10,3,LZ_SOUTH,LZ,-2.37,False
2026-01-02,10,4,LZ_SOUTH,LZEW,-2.0,False
2026-01-02,10,4,LZ_SOUTH,LZ,-2.0,False
2026-01-02,11,1,LZ_SOUTH,LZEW,-2.0,False
2026-01-02,11,1,LZ_SOUTH,LZ,-2.0,False
2026-01-02,11,2,LZ_SOUTH,LZEW,-2.0,False
2026-01-02,11,2,LZ_SOUTH,LZ,-2.0,False
2026-01-02,11,3,LZ_SOUTH,LZEW,-2.0,False
2026-01-02,11,3,LZ_SOUTH,LZ,-2.0,False
2026-01-02,11,4,LZ_SOUTH,LZEW,-2.24,False
2026-01-02,11,4,LZ_SOUTH,LZ,-2.24,False
2026-01-02,12,1,LZ_SOUTH,LZEW,-2.1,False
2026-01-02,12,1,LZ_SOUTH,LZ,-2.1,False
2026-01-02,12,2,LZ_SOUTH,LZEW,-2.0,False
2026-01-02,12,2,LZ_SOUTH,LZ,-2.0,False
2026-01-02,12,3,LZ_SOUTH,LZEW,-2.0,False
2026-01-02,12,3,LZ_SOUTH,LZ,-2.0,False
2026-01-02,12,4,LZ_SOUTH,LZEW,-1.99,False
2026-01-02,12,4,LZ_SOUTH,LZ,-1.99,False
2026-01-02,13,1,LZ_SOUTH,LZEW,-1.9,False
2026-01-02,13,1,LZ_SOUTH,LZ,-1.9,False
2026-01-02,13,2,LZ_SOUTH,LZEW,-1.51,False
2026-01-02,13,2,LZ_SOUTH,LZ,-1.51,False
2026-01-02,13,3,LZ_SOUTH,LZEW,-0.8,False
2026-01-02,13,3,LZ_SOUTH,LZ,-0.8,False
2026-01-02,13,4,LZ_SOUTH,LZEW,-0.4,False
2026-01-02,13,4,LZ_SOUTH,LZ,-0.4,False
2026-01-02,14,1,LZ_SOUTH,LZEW,-0.64,False
2026-01-02,14,1,LZ_SOUTH,LZ,-0.64,False
2026-01-02,14,2,LZ_SOUTH,LZEW,-0.12,False
2026-01-02,14,2,LZ_SOUTH,LZ,-0.12,False
2026-01-02,14,3,LZ_SOUTH,LZEW,-0.24,False
2026-01-02,14,3,LZ_SOUTH,LZ,-0.24,False
2026-01-02,14,4,LZ_SOUTH,LZEW,-0.12,False
2026-01-02,14,4,LZ_SOUTH,LZ,-0.12,False
2026-01-02,15,1,LZ_SOUTH,LZEW,3.72,False
2026-01-02,15,1,LZ_SOUTH,LZ,3.71,False
2026-01-02,15,2,LZ_SOUTH,LZEW,8.07,False
2026-01-02,15,2,LZ_SOUTH,LZ,8.07,False
2026-01-02,15,3,LZ_SOUTH,LZEW,7.25,False
2026-01-02,15,3,LZ_SOUTH,LZ,7.26,False
2026-01-02,15,4,LZ_SOUTH,LZEW,6.13,False
2026-01-02,15,4,LZ_SOUTH,LZ,6.13,False
2026-01-02,16,1,LZ_SOUTH,LZEW,6.02,False
2026-01-02,16,1,LZ_SOUTH,LZ,6.02,False
2026-01-02,16,2,LZ_SOUTH,LZEW,6.4,False
2026-01-02,16,2,LZ_SOUTH,LZ,6.4,False
2026-01-02,16,3,LZ_SOUTH,LZEW,9.87,False
2026-01-02,16,3,LZ_SOUTH,LZ,9.86,False
2026-01-02,16,4,LZ_SOUTH,LZEW,18.91,False
2026-01-02,16,4,LZ_SOUTH,LZ,18.9,False
2026-01-02,17,1,LZ_SOUTH,LZEW,15.29,False
2026-01-02,17,1,LZ_SOUTH,LZ,15.29,False
2026-01-02,17,2,LZ_SOUTH,LZEW,18.82,False
2026-01-02,17,2,LZ_SOUTH,LZ,18.82,False
2026-01-02,17,3,LZ_SOUTH,LZEW,25.23,False
2026-01-02,17,3,LZ_SOUTH,LZ,25.23,False
2026-01-02,17,4,LZ_SOUTH,LZEW,28.07,False
2026-01-02,17,4,LZ_SOUTH,LZ,28.07,False
2026-01-02,18,1,LZ_SOUTH,LZEW,23.34,False
2026-01-02,18,1,LZ_SOUTH,LZ,23.34,False
2026-01-02,18,2,LZ_SOUTH,LZEW,23.96,False
2026-01-02,18,2,LZ_SOUTH,LZ,23.96,False
2026-01-02,18,3,LZ_SOUTH,LZEW,23.89,False
2026-01-02,18,3,LZ_SOUTH,LZ,23.89,False
2026-01-02,18,4,LZ_SOUTH,LZEW,23.13,False
2026-01-02,18,4,LZ_SOUTH,LZ,23.13,False
2026-01-02,19,1,LZ_SOUTH,LZEW,22.68,False
2026-01-02,19,1,LZ_SOUTH,LZ,22.68,False
2026-01-02,19,2,LZ_SOUTH,LZEW,21.85,False
2026-01-02,19,2,LZ_SOUTH,LZ,21.85,False
2026-01-02,19,3,LZ_SOUTH,LZEW,21.3,False
2026-01-02,19,3,LZ_SOUTH,LZ,21.3,False
2026-01-02,19,4,LZ_SOUTH,LZ,20.27,False
2026-01-02,19,4,LZ_SOUTH,LZEW,20.27,False
2026-01-02,20,1,LZ_SOUTH,LZEW,20.49,False
2026-01-02,20,1,LZ_SOUTH,LZ,20.49,False
2026-01-02,20,2,LZ_SOUTH,LZEW,17.78,False
2026-01-02,20,2,LZ_SOUTH,LZ,17.78,False
2026-01-02,20,3,LZ_SOUTH,LZEW,17.0,False
2026-01-02,20,3,LZ_SOUTH,LZ,17.0,False
2026-01-02,20,4,LZ_SOUTH,LZEW,16.7,False
2026-01-02,20,4,LZ_SOUTH,LZ,16.7,False
2026-01-02,21,1,LZ_SOUTH,LZEW,16.51,False
2026-01-02,21,1,LZ_SOUTH,LZ,16.51,False
2026-01-02,21,2,LZ_SOUTH,LZEW,16.13,False
2026-01-02,21,2,LZ_SOUTH,LZ,16.13,False
2026-01-02,21,3,LZ_SOUTH,LZEW,16.16,False
2026-01-02,21,3,LZ_SOUTH,LZ,16.16,False
2026-01-02,21,4,LZ_SOUTH,LZEW,16.19,False
2026-01-02,21,4,LZ_SOUTH,LZ,16.19,False
2026-01-02,22,1,LZ_SOUTH,LZEW,16.19,False
2026-01-02,22,1,LZ_SOUTH,LZ,16.18,False
2026-01-02,22,2,LZ_SOUTH,LZEW,16.06,False
2026-01-02,22,2,LZ_SOUTH,LZ,16.06,False
2026-01-02,22,3,LZ_SOUTH,LZEW,15.52,False
2026-01-02,22,3,LZ_SOUTH,LZ,15.52,False
2026-01-02,22,4,LZ_SOUTH,LZEW,14.57,False
2026-01-02,22,4,LZ_SOUTH,LZ,14.57,False
2026-01-02,23,1,LZ_SOUTH,LZ,14.74,False
2026-01-02,23,1,LZ_SOUTH,LZEW,14.74,False
2026-01-02,23,2,LZ_SOUTH,LZEW,15.22,False
2026-01-02,23,2,LZ_SOUTH,LZ,15.22,False
2026-01-02,23,3,LZ_SOUTH,LZEW,14.86,False
2026-01-02,23,3,LZ_SOUTH,LZ,14.86,False
2026-01-02,23,4,LZ_SOUTH,LZ,14.13,False
2026-01-02,23,4,LZ_SOUTH,LZEW,14.13,False
2026-01-02,24,1,LZ_SOUTH,LZEW,12.89,False
2026-01-02,24,1,LZ_SOUTH,LZ,12.89,False
2026-01-02,24,2,LZ_SOUTH,LZEW,12.55,False
2026-01-02,24,2,LZ_SOUTH,LZ,12.55,False
2026-01-02,24,3,LZ_SOUTH,LZEW,11.69,False
2026-01-02,24,3,LZ_SOUTH,LZ,11.69,False
2026-01-02,24,4,LZ_SOUTH,LZEW,12.41,False
2026-01-02,24,4,LZ_SOUTH,LZ,12.41,False
2026-01-01,1,1,LZ_SOUTH,LZEW,17.98,False
2026-01-01,1,1,LZ_SOUTH,LZ,17.98,False
2026-01-01,1,2,LZ_SOUTH,LZEW,17.65,False
2026-01-01,1,2,LZ_SOUTH,LZ,17.64,False
2026-01-01,1,3,LZ_SOUTH,LZEW,17.81,False
2026-01-01,1,3,LZ_SOUTH,LZ,17.81,False
2026-01-01,1,4,LZ_SOUTH,LZEW,18.06,False
2026-01-01,1,4,LZ_SOUTH,LZ,18.06,False
2026-01-01,2,1,LZ_SOUTH,LZEW,18.63,False
2026-01-01,2,1,LZ_SOUTH,LZ,18.63,False
2026-01-01,2,2,LZ_SOUTH,LZEW,19.56,False
2026-01-01,2,2,LZ_SOUTH,LZ,19.56,False
2026-01-01,2,3,LZ_SOUTH,LZEW,19.62,False
2026-01-01,2,3,LZ_SOUTH,LZ,19.62,False
2026-01-01,2,4,LZ_SOUTH,LZEW,19.95,False
2026-01-01,2,4,LZ_SOUTH,LZ,19.95,False
2026-01-01,3,1,LZ_SOUTH,LZEW,20.03,False
2026-01-01,3,1,LZ_SOUTH,LZ,20.03,False
2026-01-01,3,2,LZ_SOUTH,LZEW,20.53,False
