deliveryDate,deliveryHour,deliveryInterval,settlementPoint,settlementPointType,settlementPointPrice,DSTFlag
2026-01-02,1,1,LHSES_UNIT1,RN,27.51,False
2026-01-02,1,2,LHSES_UNIT1,RN,27.02,False
2026-01-02,1,3,LHSES_UNIT1,RN,28.11,False
2026-01-02,1,4,LHSES_UNIT1,RN,27.69,False
2026-01-02,2,1,LHSES_UNIT1,RN,26.29,False
2026-01-02,2,2,LHSES_UNIT1,RN,23.5,False
2026-01-02,2,3,LHSES_UNIT1,RN,23.32,False
2026-01-02,2,4,LHSES_UNIT1,RN,23.03,False
2026-01-02,3,1,LHSES_UNIT1,RN,22.42,False
2026-01-02,3,2,LHSES_UNIT1,RN,22.74,False
2026-01-02,3,3,LHSES_UNIT1,RN,21.83,False
2026-01-02,3,4,LHSES_UNIT1,RN,20.7,False
2026-01-02,4,1,LHSES_UNIT1,RN,18.23,False
2026-01-02,4,2,LHSES_UNIT1,RN,17.16,False
2026-01-02,4,3,LHSES_UNIT1,RN,15.57,False
2026-01-02,4,4,LHSES_UNIT1,RN,15.51,False
2026-01-02,5,1,LHSES_UNIT1,RN,17.35,False
2026-01-02,5,2,LHSES_UNIT1,RN,18.23,False
2026-01-02,5,3,LHSES_UNIT1,RN,18.49,False
2026-01-02,5,4,LHSES_UNIT1,RN,18.86,False
2026-01-02,6,1,LHSES_UNIT1,RN,19.38,False
2026-01-02,6,2,LHSES_UNIT1,RN,22.26,False
2026-01-02,6,3,LHSES_UNIT1,RN,24.82,False
2026-01-02,6,4,LHSES_UNIT1,RN,26.41,False
2026-01-02,7,1,LHSES_UNIT1,RN,26.79,False
2026-01-02,7,2,LHSES_UNIT1,RN,25.35,False
2026-01-02,7,3,LHSES_UNIT1,RN,24.35,False
2026-01-02,7,4,LHSES_UNIT1,RN,23.52,False
2026-01-02,8,1,LHSES_UNIT1,RN,25.59,False
2026-01-02,8,2,LHSES_UNIT1,RN,26.14,False
2026-01-02,8,3,LHSES_UNIT1,RN,25.95,False
2026-01-02,8,4,LHSES_UNIT1,RN,23.79,False
2026-01-02,9,1,LHSES_UNIT1,RN,20.7,False
2026-01-02,9,2,LHSES_UNIT1,RN,3.62,False
2026-01-02,9,3,LHSES_UNIT1,RN,-0.84,False
2026-01-02,9,4,LHSES_UNIT1,RN,-2.11,False
2026-01-02,10,1,LHSES_UNIT1,RN,-3.01,False
2026-01-02,10,2,LHSES_UNIT1,RN,-2.71,False
2026-01-02,10,3,LHSES_UNIT1,RN,-2.37,False
2026-01-02,10,4,LHSES_UNIT1,RN,-2.0,False
2026-01-02,11,1,LHSES_UNIT1,RN,-2.0,False
2026-01-02,11,2,LHSES_UNIT1,RN,-2.0,False
2026-01-02,11,3,LHSES_UNIT1,RN,-2.0,False
2026-01-02,11,4,LHSES_UNIT1,RN,-2.24,False
2026-01-02,12,1,LHSES_UNIT1,RN,-2.1,False
2026-01-02,12,2,LHSES_UNIT1,RN,-2.0,False
2026-01-02,12,3,LHSES_UNIT1,RN,-2.0,False
2026-01-02,12,4,LHSES_UNIT1,RN,-1.99,False
2026-01-02,13,1,LHSES_UNIT1,RN,-1.9,False
2026-01-02,13,2,LHSES_UNIT1,RN,-1.51,False
2026-01-02,13,3,LHSES_UNIT1,RN,-0.8,False
2026-01-02,13,4,LHSES_UNIT1,RN,-0.53,False
2026-01-02,14,1,LHSES_UNIT1,RN,-0.71,False
2026-01-02,14,2,LHSES_UNIT1,RN,-0.34,False
2026-01-02,14,3,LHSES_UNIT1,RN,-0.56,False
2026-01-02,14,4,LHSES_UNIT1,RN,-0.55,False
2026-01-02,15,1,LHSES_UNIT1,RN,-0.88,False
2026-01-02,15,2,LHSES_UNIT1,RN,-1.47,False
2026-01-02,15,3,LHSES_UNIT1,RN,-1.6,False
2026-01-02,15,4,LHSES_UNIT1,RN,-0.92,False
2026-01-02,16,1,LHSES_UNIT1,RN,-1.24,False
2026-01-02,16,2,LHSES_UNIT1,RN,-1.76,False
2026-01-02,16,3,LHSES_UNIT1,RN,-1.73,False
2026-01-02,16,4,LHSES_UNIT1,RN,-1.59,False
2026-01-02,17,1,LHSES_UNIT1,RN,0.29,False
2026-01-02,17,2,LHSES_UNIT1,RN,7.57,False
2026-01-02,17,3,LHSES_UNIT1,RN,15.76,False
2026-01-02,17,4,LHSES_UNIT1,RN,25.02,False
2026-01-02,18,1,LHSES_UNIT1,RN,22.84,False
2026-01-02,18,2,LHSES_UNIT1,RN,23.96,False
2026-01-02,18,3,LHSES_UNIT1,RN,23.89,False
2026-01-02,18,4,LHSES_UNIT1,RN,23.13,False
2026-01-02,19,1,LHSES_UNIT1,RN,22.68,False
2026-01-02,19,2,LHSES_UNIT1,RN,21.85,False
2026-01-02,19,3,LHSES_UNIT1,RN,21.3,False
2026-01-02,19,4,LHSES_UNIT1,RN,20.27,False
2026-01-02,20,1,LHSES_UNIT1,RN,20.49,False
2026-01-02,20,2,LHSES_UNIT1,RN,17.78,False
2026-01-02,20,3,LHSES_UNIT1,RN,17.0,False
2026-01-02,20,4,LHSES_UNIT1,RN,16.7,False
2026-01-02,21,1,LHSES_UNIT1,RN,16.51,False
2026-01-02,21,2,LHSES_UNIT1,RN,16.13,False
2026-01-02,21,3,LHSES_UNIT1,RN,16.16,False
2026-01-02,21,4,LHSES_UNIT1,RN,16.19,False
2026-01-02,22,1,LHSES_UNIT1,RN,16.19,False
2026-01-02,22,2,LHSES_UNIT1,RN,16.06,False
2026-01-02,22,3,LHSES_UNIT1,RN,15.86,False
2026-01-02,22,4,LHSES_UNIT1,RN,15.53,False
2026-01-02,23,1,LHSES_UNIT1,RN,15.79,False
2026-01-02,23,2,LHSES_UNIT1,RN,16.47,False
2026-01-02,23,3,LHSES_UNIT1,RN,16.15,False
2026-01-02,23,4,LHSES_UNIT1,RN,15.27,False
2026-01-02,24,1,LHSES_UNIT1,RN,14.89,False
2026-01-02,24,2,LHSES_UNIT1,RN,14.63,False
2026-01-02,24,3,LHSES_UNIT1,RN,14.0,False
2026-01-02,24,4,LHSES_UNIT1,RN,14.52,False
2026-01-01,1,1,LHSES_UNIT1,RN,17.98,False
2026-01-01,1,2,LHSES_UNIT1,RN,17.67,False
2026-01-01,1,3,LHSES_UNIT1,RN,17.87,False
2026-01-01,1,4,LHSES_UNIT1,RN,18.11,False
2026-01-01,2,1,LHSES_UNIT1,RN,18.68,False
2026-01-01,2,2,LHSES_UNIT1,RN,19.6,False
2026-01-01,2,3,LHSES_UNIT1,RN,19.66,False
2026-01-01,2,4,LHSES_UNIT1,RN,19.99,False
2026-01-01,3,1,LHSES_UNIT1,RN,20.06,False
2026-01-01,3,2,LHSES_UNIT1,RN,20.58,False
2026-01-01,3,3,LHSES_UNIT1,RN,20.8,False
2026-01-01,3,4,LHSES_UNIT1,RN,21.47,False
2026-01-01,4,1,LHSES_UNIT1,RN,21.57,False
2026-01-01,4,2,LHSES_UNIT1,RN,21.7,False
2026-01-01,4,3,LHSES_UNIT1,RN,22.02,False
2026-01-01,4,4,LHSES_UNIT1,RN,22.69,False
2026-01-01,5,1,LHSES_UNIT1,RN,22.27,False
2026-01-01,5,2,LHSES_UNIT1,RN,22.36,False
2026-01-01,5,3,LHSES_UNIT1,RN,23.14,False
2026-01-01,5,4,LHSES_UNIT1,RN,23.75,False
2026-01-01,6,1,LHSES_UNIT1,RN,22.74,False
2026-01-01,6,2,LHSES_UNIT1,RN,23.18,False
2026-01-01,6,3,LHSES_UNIT1,RN,24.01,False
2026-01-01,6,4,LHSES_UNIT1,RN,24.76,False
2026-01-01,7,1,LHSES_UNIT1,RN,23.07,False
2026-01-01,7,2,LHSES_UNIT1,RN,23.56,False
2026-01-01,7,3,LHSES_UNIT1,RN,23.47,False
2026-01-01,7,4,LHSES_UNIT1,RN,24.05,False
2026-01-01,8,1,LHSES_UNIT1,RN,23.92,False
2026-01-01,8,2,LHSES_UNIT1,RN,24.32,False
2026-01-01,8,3,LHSES_UNIT1,RN,23.63,False
2026-01-01,8,4,LHSES_UNIT1,RN,21.53,False
2026-01-01,9,1,LHSES_UNIT1,RN,21.31,False
2026-01-01,9,2,LHSES_UNIT1,RN,17.67,False
2026-01-01,9,3,LHSES_UNIT1,RN,17.33,False
2026-01-01,9,4,LHSES_UNIT1,RN,15.02,False
2026-01-01,10,1,LHSES_UNIT1,RN,14.49,False
2026-01-01,10,2,LHSES_UNIT1,RN,14.27,False
2026-01-01,10,3,LHSES_UNIT1,RN,16.27,False
2026-01-01,10,4,LHSES_UNIT1,RN,20.76,False
2026-01-01,11,1,LHSES_UNIT1,RN,21.94,False
2026-01-01,11,2,LHSES_UNIT1,RN,22.27,False
2026-01-01,11,3,LHSES_UNIT1,RN,22.07,False
2026-01-01,11,4,LHSES_UNIT1,RN,32.04,False
2026-01-01,12,1,LHSES_UNIT1,RN,25.64,False
2026-01-01,12,2,LHSES_UNIT1,RN,22.82,False
2026-01-01,12,3,LHSES_UNIT1,RN,25.44,False
2026-01-01,12,4,LHSES_UNIT1,RN,24.54,False
2026-01-01,13,1,LHSES_UNIT1,RN,20.56,False
2026-01-01,13,2,LHSES_UNIT1,RN,18.11,False
2026-01-01,13,3,LHSES_UNIT1,RN,16.53,False
2026-01-01,13,4,LHSES_UNIT1,RN,16.17,False
2026-01-01,14,1,LHSES_UNIT1,RN,16.38,False
2026-01-01,14,2,LHSES_UNIT1,RN,16.2,False
2026-01-01,14,3,LHSES_UNIT1,RN,15.8,False
2026-01-01,14,4,LHSES_UNIT1,RN,14.62,False
2026-01-01,15,1,LHSES_UNIT1,RN,15.72,False
2026-01-01,15,2,LHSES_UNIT1,RN,15.06,False
2026-01-01,15,3,LHSES_UNIT1,RN,14.75,False
2026-01-01,15,4,LHSES_UNIT1,RN,14.6,False
2026-01-01,16,1,LHSES_UNIT1,RN,14.34,False
2026-01-01,16,2,LHSES_UNIT1,RN,14.52,False
2026-01-01,16,3,LHSES_UNIT1,RN,15.58,False
2026-01-01,16,4,LHSES_UNIT1,RN,15.63,False
2026-01-01,17,1,LHSES_UNIT1,RN,15.97,False
2026-01-01,17,2,LHSES_UNIT1,RN,16.87,False
2026-01-01,17,3,LHSES_UNIT1,RN,20.68,False
2026-01-01,17,4,LHSES_UNIT1,RN,21.66,False
2026-01-01,18,1,LHSES_UNIT1,RN,20.45,False
2026-01-01,18,2,LHSES_UNIT1,RN,22.16,False
2026-01-01,18,3,LHSES_UNIT1,RN,23.38,False
2026-01-01,18,4,LHSES_UNIT1,RN,22.33,False
2026-01-01,19,1,LHSES_UNIT1,RN,21.06,False
2026-01-01,19,2,LHSES_UNIT1,RN,20.67,False
2026-01-01,19,3,LHSES_UNIT1,RN,19.89,False
2026-01-01,19,4,LHSES_UNIT1,RN,18.47,False
2026-01-01,20,1,LHSES_UNIT1,RN,18.28,False
2026-01-01,20,2,LHSES_UNIT1,RN,18.18,False
2026-01-01,20,3,LHSES_UNIT1,RN,17.38,False
2026-01-01,20,4,LHSES_UNIT1,RN,16.91,False
2026-01-01,21,1,LHSES_UNIT1,RN,17.37,False
2026-01-01,21,2,LHSES_UNIT1,RN,17.18,False
2026-01-01,21,3,LHSES_UNIT1,RN,15.8,False
2026-01-01,21,4,LHSES_UNIT1,RN,17.93,False
2026-01-01,22,1,LHSES_UNIT1,RN,19.76,False
2026-01-01,22,2,LHSES_UNIT1,RN,19.68,False
2026-01-01,22,3,LHSES_UNIT1,RN,20.19,False
2026-01-01,22,4,LHSES_UNIT1,RN,20.8,False
2026-01-01,23,1,LHSES_UNIT1,RN,26.2,False
2026-01-01,23,2,LHSES_UNIT1,RN,25.76,False
2026-01-01,23,3,LHSES_UNIT1,RN,25.67,False
2026-01-01,23,4,LHSES_UNIT1,RN,25.65,False
2026-01-01,24,1,LHSES_UNIT1,RN,25.53,False
2026-01-01,24,2,LHSES_UNIT1,RN,24.76,False
2026-01-01,24,3,LHSES_UNIT1,RN,27.47,False
2026-01-01,24,4,LHSES_UNIT1,RN,28.06,False
2026-01-03,1,1,BYP_RN,RN,16.69,False
2026-01-03,1,2,BYP_RN,RN,16.06,False
2026-01-03,1,3,BYP_RN,RN,16.42,False
2026-01-03,1,4,BYP_RN,RN,16.08,False
2026-01-03,2,1,BYP_RN,RN,15.39,False
2026-01-03,2,2,BYP_RN,RN,15.01,False
2026-01-03,2,3,BYP_RN,RN,15.24,False
2026-01-03,2,4,BYP_RN,RN,15.25,False
2026-01-03,3,1,BYP_RN,RN,15.73,False
2026-01-03,3,2,BYP_RN,RN,15.68,False
2026-01-03,3,3,BYP_RN,RN,16.43,False
2026-01-03,3,4,BYP_RN,RN,16.1,False
2026-01-03,4,1,BYP_RN,RN,15.06,False
2026-01-03,4,2,BYP_RN,RN,14.49,False
2026-01-03,4,3,BYP_RN,RN,13.8,False
2026-01-03,4,4,BYP_RN,RN,13.81,False
2026-01-03,5,1,BYP_RN,RN,13.78,False
2026-01-03,5,2,BYP_RN,RN,13.92,False
2026-01-03,5,3,BYP_RN,RN,14.0,False
2026-01-03,5,4,BYP_RN,RN,14.18,False
2026-01-03,6,1,BYP_RN,RN,14.59,False
2026-01-03,6,2,BYP_RN,RN,14.8,False
2026-01-03,6,3,BYP_RN,RN,15.07,False
2026-01-03,6,4,BYP_RN,RN,15.44,False
2026-01-03,7,1,BYP_RN,RN,16.51,False
2026-01-03,7,2,BYP_RN,RN,16.79,False
2026-01-03,7,3,BYP_RN,RN,18.61,False
2026-01-03,7,4,BYP_RN,RN,18.77,False
2026-01-03,8,1,BYP_RN,RN,17.75,False
2026-01-03,8,2,BYP_RN,RN,18.92,False
2026-01-03,8,3,BYP_RN,RN,17.82,False
2026-01-03,8,4,BYP_RN,RN,17.14,False
2026-01-03,9,1,BYP_RN,RN,16.27,False
2026-01-03,9,2,BYP_RN,RN,14.18,False
2026-01-03,9,3,BYP_RN,RN,12.88,False
2026-01-03,9,4,BYP_RN,RN,10.77,False
2026-01-03,10,1,BYP_RN,RN,5.75,False
2026-01-03,10,2,BYP_RN,RN,2.91,False
2026-01-03,10,3,BYP_RN,RN,4.13,False
2026-01-03,10,4,BYP_RN,RN,5.02,False
2026-01-03,11,1,BYP_RN,RN,5.65,False
2026-01-03,11,2,BYP_RN,RN,6.36,False
2026-01-03,11,3,BYP_RN,RN,8.62,False
2026-01-03,11,4,BYP_RN,RN,10.04,False
2026-01-03,12,1,BYP_RN,RN,11.48,False
2026-01-03,12,2,BYP_RN,RN,11.24,False
2026-01-03,12,3,BYP_RN,RN,11.64,False
2026-01-03,12,4,BYP_RN,RN,12.22,False
2026-01-03,13,1,BYP_RN,RN,12.49,False
2026-01-03,13,2,BYP_RN,RN,12.5,False
2026-01-03,13,3,BYP_RN,RN,13.4,False
2026-01-03,13,4,BYP_RN,RN,14.0,False
2026-01-03,14,1,BYP_RN,RN,14.19,False
2026-01-03,14,2,BYP_RN,RN,14.16,False
2026-01-03,14,3,BYP_RN,RN,13.91,False
2026-01-03,14,4,BYP_RN,RN,13.59,False
2026-01-03,15,1,BYP_RN,RN,12.12,False
2026-01-03,15,2,BYP_RN,RN,11.15,False
2026-01-03,15,3,BYP_RN,RN,11.15,False
2026-01-03,15,4,BYP_RN,RN,10.31,False
2026-01-03,16,1,BYP_RN,RN,6.81,False
2026-01-03,16,2,BYP_RN,RN,0.23,False
2026-01-03,16,3,BYP_RN,RN,1.02,False
2026-01-03,16,4,BYP_RN,RN,0.0,False
2026-01-03,17,1,BYP_RN,RN,11.69,False
2026-01-03,17,2,BYP_RN,RN,20.05,False
2026-01-03,17,3,BYP_RN,RN,28.85,False
2026-01-03,17,4,BYP_RN,RN,41.45,False
2026-01-03,18,1,BYP_RN,RN,41.38,False
2026-01-03,18,2,BYP_RN,RN,38.06,False
2026-01-03,18,3,BYP_RN,RN,36.71,False
2026-01-03,18,4,BYP_RN,RN,34.55,False
2026-01-03,19,1,BYP_RN,RN,32.12,False
2026-01-03,19,2,BYP_RN,RN,30.45,False
2026-01-03,19,3,BYP_RN,RN,30.18,False
2026-01-03,19,4,BYP_RN,RN,29.63,False
2026-01-03,20,1,BYP_RN,RN,31.93,False
2026-01-03,20,2,BYP_RN,RN,38.35,False
2026-01-03,20,3,BYP_RN,RN,36.3,False
2026-01-03,20,4,BYP_RN,RN,36.29,False
2026-01-03,21,1,BYP_RN,RN,47.42,False
2026-01-03,21,2,BYP_RN,RN,38.4,False
2026-01-03,21,3,BYP_RN,RN,33.62,False
2026-01-03,21,4,BYP_RN,RN,31.24,False
2026-01-03,22,1,BYP_RN,RN,27.42,False
2026-01-03,22,2,BYP_RN,RN,24.19,False
2026-01-03,22,3,BYP_RN,RN,24.45,False
2026-01-03,22,4,BYP_RN,RN,24.53,False
2026-01-03,23,1,BYP_RN,RN,23.39,False
2026-01-03,23,2,BYP_RN,RN,21.73,False
2026-01-03,23,3,BYP_RN,RN,21.35,False
2026-01-03,23,4,BYP_RN,RN,21.93,False
2026-01-03,24,1,BYP_RN,RN,20.14,False
2026-01-03,24,2,BYP_RN,RN,19.75,False
2026-01-03,24,3,BYP_RN,RN,18.27,False
2026-01-03,24,4,BYP_RN,RN,19.32,False
2026-01-02,1,1,BYP_RN,RN,14.56,False
2026-01-02,1,2,BYP_RN,RN,14.59,False
2026-01-02,1,3,BYP_RN,RN,15.22,False
2026-01-02,1,4,BYP_RN,RN,14.79,False
2026-01-02,2,1,BYP_RN,RN,14.25,False
2026-01-02,2,2,BYP_RN,RN,12.74,False
2026-01-02,2,3,BYP_RN,RN,12.69,False
2026-01-02,2,4,BYP_RN,RN,12.58,False
2026-01-02,3,1,BYP_RN,RN,12.36,False
2026-01-02,3,2,BYP_RN,RN,12.67,False
2026-01-02,3,3,BYP_RN,RN,12.07,False
2026-01-02,3,4,BYP_RN,RN,11.45,False
2026-01-02,4,1,BYP_RN,RN,10.03,False
2026-01-02,4,2,BYP_RN,RN,9.4,False
2026-01-02,4,3,BYP_RN,RN,8.64,False
2026-01-02,4,4,BYP_RN,RN,8.6,False
2026-01-02,5,1,BYP_RN,RN,9.82,False
2026-01-02,5,2,BYP_RN,RN,10.45,False
2026-01-02,5,3,BYP_RN,RN,10.68,False
2026-01-02,5,4,BYP_RN,RN,10.96,False
2026-01-02,6,1,BYP_RN,RN,11.37,False
2026-01-02,6,2,BYP_RN,RN,13.11,False
2026-01-02,6,3,BYP_RN,RN,14.52,False
2026-01-02,6,4,BYP_RN,RN,15.47,False
2026-01-02,7,1,BYP_RN,RN,16.46,False
2026-01-02,7,2,BYP_RN,RN,16.61,False
2026-01-02,7,3,BYP_RN,RN,16.58,False
2026-01-02,7,4,BYP_RN,RN,16.25,False
2026-01-02,8,1,BYP_RN,RN,16.91,False
2026-01-02,8,2,BYP_RN,RN,17.08,False
2026-01-02,8,3,BYP_RN,RN,16.32,False
2026-01-02,8,4,BYP_RN,RN,14.84,False
2026-01-02,9,1,BYP_RN,RN,12.69,False
2026-01-02,9,2,BYP_RN,RN,1.91,False
2026-01-02,9,3,BYP_RN,RN,-1.05,False
2026-01-02,9,4,BYP_RN,RN,-2.11,False
2026-01-02,10,1,BYP_RN,RN,-3.01,False
2026-01-02,10,2,BYP_RN,RN,-2.71,False
2026-01-02,10,3,BYP_RN,RN,-2.37,False
2026-01-02,10,4,BYP_RN,RN,-2.0,False
2026-01-02,11,1,BYP_RN,RN,-2.0,False
2026-01-02,11,2,BYP_RN,RN,-2.0,False
2026-01-02,11,3,BYP_RN,RN,-2.0,False
2026-01-02,11,4,BYP_RN,RN,-2.24,False
2026-01-02,12,1,BYP_RN,RN,-2.1,False
2026-01-02,12,2,BYP_RN,RN,-2.0,False
2026-01-02,12,3,BYP_RN,RN,-2.0,False
2026-01-02,12,4,BYP_RN,RN,-1.99,False
2026-01-02,13,1,BYP_RN,RN,-1.9,False
2026-01-02,13,2,BYP_RN,RN,-1.51,False
2026-01-02,13,3,BYP_RN,RN,-0.8,False
2026-01-02,13,4,BYP_RN,RN,-0.52,False
2026-01-02,14,1,BYP_RN,RN,-0.7,False
2026-01-02,14,2,BYP_RN,RN,-0.31,False
2026-01-02,14,3,BYP_RN,RN,-0.49,False
2026-01-02,14,4,BYP_RN,RN,-0.44,False
2026-01-02,15,1,BYP_RN,RN,-0.63,False
2026-01-02,15,2,BYP_RN,RN,-1.07,False
2026-01-02,15,3,BYP_RN,RN,-1.22,False
2026-01-02,15,4,BYP_RN,RN,-0.57,False
2026-01-02,16,1,BYP_RN,RN,-0.9,False
2026-01-02,16,2,BYP_RN,RN,-1.4,False
2026-01-02,16,3,BYP_RN,RN,-1.24,False
2026-01-02,16,4,BYP_RN,RN,-0.77,False
2026-01-02,17,1,BYP_RN,RN,1.07,False
2026-01-02,17,2,BYP_RN,RN,8.33,False
2026-01-02,17,3,BYP_RN,RN,20.13,False
2026-01-02,17,4,BYP_RN,RN,25.93,False
2026-01-02,18,1,BYP_RN,RN,23.06,False
2026-01-02,18,2,BYP_RN,RN,23.96,False
2026-01-02,18,3,BYP_RN,RN,23.89,False
2026-01-02,18,4,BYP_RN,RN,23.13,False
2026-01-02,19,1,BYP_RN,RN,22.68,False
2026-01-02,19,2,BYP_RN,RN,21.85,False
2026-01-02,19,3,BYP_RN,RN,21.3,False
2026-01-02,19,4,BYP_RN,RN,20.27,False
2026-01-02,20,1,BYP_RN,RN,20.49,False
2026-01-02,20,2,BYP_RN,RN,17.78,False
2026-01-02,20,3,BYP_RN,RN,17.0,False
2026-01-02,20,4,BYP_RN,RN,16.7,False
2026-01-02,21,1,BYP_RN,RN,16.51,False
2026-01-02,21,2,BYP_RN,RN,16.13,False
2026-01-02,21,3,BYP_RN,RN,16.16,False
2026-01-02,21,4,BYP_RN,RN,16.19,False
2026-01-02,22,1,BYP_RN,RN,16.17,False
2026-01-02,22,2,BYP_RN,RN,16.05,False
2026-01-02,22,3,BYP_RN,RN,15.84,False
2026-01-02,22,4,BYP_RN,RN,15.47,False
2026-01-02,23,1,BYP_RN,RN,15.72,False
2026-01-02,23,2,BYP_RN,RN,16.39,False
2026-01-02,23,3,BYP_RN,RN,16.0,False
2026-01-02,23,4,BYP_RN,RN,15.19,False
2026-01-02,24,1,BYP_RN,RN,14.76,False
2026-01-02,24,2,BYP_RN,RN,14.49,False
2026-01-02,24,3,BYP_RN,RN,13.84,False
2026-01-02,24,4,BYP_RN,RN,14.36,False
2026-01-01,1,1,BYP_RN,RN,17.96,False
2026-01-01,1,2,BYP_RN,RN,17.6,False
2026-01-01,1,3,BYP_RN,RN,17.69,False
2026-01-01,1,4,BYP_RN,RN,17.96,False
2026-01-01,2,1,BYP_RN,RN,18.54,False
2026-01-01,2,2,BYP_RN,RN,19.48,False
2026-01-01,2,3,BYP_RN,RN,19.52,False
2026-01-01,2,4,BYP_RN,RN,19.87,False
2026-01-01,3,1,BYP_RN,RN,19.96,False
2026-01-01,3,2,BYP_RN,RN,20.39,False
2026-01-01,3,3,BYP_RN,RN,20.66,False
2026-01-01,3,4,BYP_RN,RN,21.36,False
2026-01-01,4,1,BYP_RN,RN,21.44,False
2026-01-01,4,2,BYP_RN,RN,21.56,False
2026-01-01,4,3,BYP_RN,RN,21.9,False
2026-01-01,4,4,BYP_RN,RN,22.29,False
2026-01-01,5,1,BYP_RN,RN,22.2,False
2026-01-01,5,2,BYP_RN,RN,22.21,False
2026-01-01,5,3,BYP_RN,RN,22.91,False
2026-01-01,5,4,BYP_RN,RN,23.16,False
2026-01-01,6,1,BYP_RN,RN,22.52,False
2026-01-01,6,2,BYP_RN,RN,22.99,False
2026-01-01,6,3,BYP_RN,RN,23.67,False
2026-01-01,6,4,BYP_RN,RN,24.44,False
2026-01-01,7,1,BYP_RN,RN,22.91,False
2026-01-01,7,2,BYP_RN,RN,23.43,False
2026-01-01,7,3,BYP_RN,RN,23.32,False
2026-01-01,7,4,BYP_RN,RN,23.9,False
2026-01-01,8,1,BYP_RN,RN,23.79,False
2026-01-01,8,2,BYP_RN,RN,24.21,False
2026-01-01,8,3,BYP_RN,RN,23.49,False
2026-01-01,8,4,BYP_RN,RN,21.36,False
2026-01-01,9,1,BYP_RN,RN,21.22,False
2026-01-01,9,2,BYP_RN,RN,17.67,False
2026-01-01,9,3,BYP_RN,RN,17.25,False
2026-01-01,9,4,BYP_RN,RN,14.93,False
2026-01-01,10,1,BYP_RN,RN,14.43,False
2026-01-01,10,2,BYP_RN,RN,14.22,False
2026-01-01,10,3,BYP_RN,RN,14.93,False
2026-01-01,10,4,BYP_RN,RN,15.35,False
2026-01-01,11,1,BYP_RN,RN,15.32,False
2026-01-01,11,2,BYP_RN,RN,15.21,False
2026-01-01,11,3,BYP_RN,RN,14.95,False
2026-01-01,11,4,BYP_RN,RN,15.51,False
2026-01-01,12,1,BYP_RN,RN,14.31,False
2026-01-01,12,2,BYP_RN,RN,14.47,False
2026-01-01,12,3,BYP_RN,RN,13.73,False
2026-01-01,12,4,BYP_RN,RN,13.38,False
2026-01-01,13,1,BYP_RN,RN,14.59,False
2026-01-01,13,2,BYP_RN,RN,14.07,False
2026-01-01,13,3,BYP_RN,RN,14.83,False
2026-01-01,13,4,BYP_RN,RN,14.62,False
2026-01-01,14,1,BYP_RN,RN,13.42,False
2026-01-01,14,2,BYP_RN,RN,11.23,False
2026-01-01,14,3,BYP_RN,RN,11.69,False
2026-01-01,14,4,BYP_RN,RN,12.55,False
2026-01-01,15,1,BYP_RN,RN,15.07,False
2026-01-01,15,2,BYP_RN,RN,15.06,False
2026-01-01,15,3,BYP_RN,RN,14.67,False
2026-01-01,15,4,BYP_RN,RN,14.59,False
2026-01-01,16,1,BYP_RN,RN,14.34,False
2026-01-01,16,2,BYP_RN,RN,14.52,False
2026-01-01,16,3,BYP_RN,RN,15.58,False
2026-01-01,16,4,BYP_RN,RN,15.63,False
2026-01-01,17,1,BYP_RN,RN,15.97,False
2026-01-01,17,2,BYP_RN,RN,16.87,False
2026-01-01,17,3,BYP_RN,RN,20.68,False
2026-01-01,17,4,BYP_RN,RN,21.66,False
2026-01-01,18,1,BYP_RN,RN,20.45,False
2026-01-01,18,2,BYP_RN,RN,22.16,False
2026-01-01,18,3,BYP_RN,RN,23.38,False
2026-01-01,18,4,BYP_RN,RN,22.33,False
2026-01-01,19,1,BYP_RN,RN,21.06,False
2026-01-01,19,2,BYP_RN,RN,20.67,False
2026-01-01,19,3,BYP_RN,RN,19.88,False
2026-01-01,19,4,BYP_RN,RN,18.45,False
2026-01-01,20,1,BYP_RN,RN,18.25,False
2026-01-01,20,2,BYP_RN,RN,18.14,False
2026-01-01,20,3,BYP_RN,RN,17.32,False
2026-01-01,20,4,BYP_RN,RN,16.15,False
2026-01-01,21,1,BYP_RN,RN,16.17,False
2026-01-01,21,2,BYP_RN,RN,14.93,False
2026-01-01,21,3,BYP_RN,RN,12.72,False
2026-01-01,21,4,BYP_RN,RN,13.48,False
2026-01-01,22,1,BYP_RN,RN,13.87,False
2026-01-01,22,2,BYP_RN,RN,12.75,False
2026-01-01,22,3,BYP_RN,RN,12.45,False
2026-01-01,22,4,BYP_RN,RN,12.58,False
2026-01-01,23,1,BYP_RN,RN,14.87,False
2026-01-01,23,2,BYP_RN,RN,14.73,False
2026-01-01,23,3,BYP_RN,RN,14.62,False
2026-01-01,23,4,BYP_RN,RN,14.39,False
2026-01-01,24,1,BYP_RN,RN,14.26,False
2026-01-01,24,2,BYP_RN,RN,13.77,False
2026-01-01,24,3,BYP_RN,RN,14.58,False
2026-01-01,24,4,BYP_RN,RN,14.76,False
2026-01-03,1,1,REROCK_ALL,RN,17.16,False
2026-01-03,1,2,REROCK_ALL,RN,16.29,False
2026-01-03,1,3,REROCK_ALL,RN,19.13,False
2026-01-03,1,4,REROCK_ALL,RN,21.0,False
2026-01-03,2,1,REROCK_ALL,RN,18.51,False
